	id	logo	name	token	tokenDescription	tokenAddress	tokenDecimals	tokenDescriptionUrl	earnedToken	earnedTokenAddress	earnContractAddress	pricePerFullShare	tvl	oracle	oracleid	oraclePrice	depositsPaused	status	platform	assets	callFee	launchpool	refundContractAddress
129	cake-yfi-bnb	bnb-pairs/YFI-BNB.svg	YFI-BNB LP	YFI-BNB LP	Uses: Pancake	0x68Ff2ca47D27db5Ac0b5c46587645835dD51D3C1	18	#	mooPancakeYFI-BNB	0xc119408BDa86C12F1c6BD276e68ab9f558292119	0xc119408BDa86C12F1c6BD276e68ab9f558292119	1	0	lps	cake-yfi-bnb	0	False	active	Pancake	['YFI', 'BNB']	1.0		
130	cake-fil-bnb	bnb-pairs/FIL-BNB.svg	FIL-BNB LP	FIL-BNB LP	Uses: Pancake	0x35FE9787F0eBF2a200BAc413D3030CF62D312774	18	#	mooPancakeFIL-BNB	0xA74b54B24106B008881e627EC57D9629C2fdA5e2	0xA74b54B24106B008881e627EC57D9629C2fdA5e2	1	0	lps	cake-fil-bnb	0	False	active	Pancake	['FIL', 'BNB']	1.0		
131	cake-band-bnb	bnb-pairs/BAND-BNB.svg	BAND-BNB LP	BAND-BNB LP	Uses: Pancake	0xc639187ef82271D8f517de6FEAE4FaF5b517533c	18	#	mooPancakeBAND-BNB	0x9368165eCB0BB16d214fc63fDFcd07fbBa21AbBB	0x9368165eCB0BB16d214fc63fDFcd07fbBa21AbBB	1	0	lps	cake-band-bnb	0	False	active	Pancake	['BAND', 'BNB']	1.0		
132	cake-atom-bnb	bnb-pairs/ATOM-BNB.svg	ATOM-BNB LP	ATOM-BNB LP	Uses: Pancake	0x2333c77FC0B2875c11409cdCD3C75D42D402E834	18	#	mooPancakeATOM-BNB	0x4884cD2C9F11Dc9e8f90d177576c46fdbd1b7641	0x4884cD2C9F11Dc9e8f90d177576c46fdbd1b7641	1	0	lps	cake-atom-bnb	0	False	active	Pancake	['ATOM', 'BNB']	1.0		
133	cake-vai-busd	busd-pairs/VAI-BUSD.svg	VAI-BUSD LP	VAI-BUSD LP	Uses: Pancake	0xfF17ff314925Dff772b71AbdFF2782bC913B3575	18	#	mooPancakeVAI-BUSD	0xa40488536B1BAeECA9D2277Fde28394D3c04aD73	0xa40488536B1BAeECA9D2277Fde28394D3c04aD73	1	0	lps	cake-vai-busd	0	False	active	Pancake	['VAI', 'BUSD']	1.0		
134	cake-broobee-cake	cake-pairs/BROOBEE-CAKE.svg	BROOBEE-CAKE LP	BROOBEE-CAKE LP	Uses: Pancake	0x970858016C963b780E06f7DCfdEf8e809919BcE8	18	#	mooPancakeBROOBEE-CAKE	0x4CcF7dC91389396801ec1f4A5E6cC675549f39E6	0x4CcF7dC91389396801ec1f4A5E6cC675549f39E6	1	0	lps	cake-broobee-cake	0	False	active	Pancake	['BROOBEE', 'CAKE']	1.0		
135	venus-bnb	single-assets/BNB.png	BNB	BNB	Uses: Venus		18	#	mooVenusBNB	0x6BE4741AB0aD233e4315a10bc783a7B923386b71	0x6BE4741AB0aD233e4315a10bc783a7B923386b71	1	0	pancake	WBNB	0	False	active	Venus	['BNB']	1.0		
136	venus-wbnb	single-assets/WBNB.svg	WBNB	WBNB	Uses: Venus	0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c	18	#	mooVenusBNB	0x6BE4741AB0aD233e4315a10bc783a7B923386b71	0x6BE4741AB0aD233e4315a10bc783a7B923386b71	1	0	pancake	WBNB	0	False	active	Venus	['BNB']	1.0		
137	venus-sxp	single-assets/SXP.svg	SXP	SXP	Uses: Venus	0x47BEAd2563dCBf3bF2c9407fEa4dC236fAbA485A	18	#	mooVenusSXP	0x9aaD247bAc2AFc3027256aD0Cc09A27551069bd6	0x9aaD247bAc2AFc3027256aD0Cc09A27551069bd6	1	0	pancake	SXP	0	False	active	Venus	['SXP']	1.0		
138	venus-usdc	single-assets/USDC.svg	USDC	USDC	Uses: Venus	0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d	18	#	mooVenusUSDC	0x07D478b679C6c7F4222388856f53F8dca7E7b378	0x07D478b679C6c7F4222388856f53F8dca7E7b378	1	0	pancake	USDC	0	False	active	Venus	['USDC']	1.0		
139	venus-usdt	single-assets/USDT.svg	USDT	USDT	Uses: Venus	0x55d398326f99059fF775485246999027B3197955	18	#	mooVenusUSDT	0x1997D7cF0A63A374A853ca9d5b1dAcCFeCa5cEb8	0x1997D7cF0A63A374A853ca9d5b1dAcCFeCa5cEb8	1	0	pancake	USDT	0	False	active	Venus	['USDT']	1.0		
140	venus-busd	single-assets/BUSD.svg	BUSD	BUSD	Uses: Venus	0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56	18	#	mooVenusBUSD	0x2d3d152b3b94c0E0B217AC5bc1115E3D8b8018F9	0x2d3d152b3b94c0E0B217AC5bc1115E3D8b8018F9	1	0	pancake	BUSD	0	False	active	Venus	['BUSD']	1.0		
141	venus-ltc	single-assets/LTC.svg	LTC	LTC	Uses: Venus	0x4338665CBB7B2485A8855A139b75D5e34AB0DB94	18	#	mooVenusLTC	0xd61420f20e945d0B617fEdA5971f692A3DCE711c	0xd61420f20e945d0B617fEdA5971f692A3DCE711c	1	0	pancake	LTC	0	False	active	Venus	['LTC']	1.0		
142	venus-xrp	single-assets/XRP.svg	XRP	XRP	Uses: Venus	0x1D2F0da169ceB9fC7B3144628dB156f3F6c60dBE	18	#	mooVenusXRP	0x3eb560209B438d4e23833aFf6751fcf0B810F60b	0x3eb560209B438d4e23833aFf6751fcf0B810F60b	1	0	coingecko	ripple	0	False	active	Venus	['XRP']	1.0		
143	cake-alpha-bnb	bnb-pairs/ALPHA-BNB.svg	ALPHA-BNB LP	ALPHA-BNB LP	Uses: Pancake	0x4e0f3385d932F7179DeE045369286FFa6B03d887	18	#	mooPancakeALPHA-BNB	0xB1B91AA761F552FEF29A50643D0F93690082960F	0xB1B91AA761F552FEF29A50643D0F93690082960F	1	0	lps	cake-alpha-bnb	0	False	active	Pancake	['ALPHA', 'BNB']	0.5		
144	cake-inj-bnb	bnb-pairs/INJ-BNB.svg	INJ-BNB LP	INJ-BNB LP	Uses: Pancake	0x7a34bd64d18e44CfdE3ef4B81b87BAf3EB3315B6	18	#	mooPancakeINJ-BNB	0xD16Aef70403f1Fbf710C6A73EBb7c4FaA983d59a	0xD16Aef70403f1Fbf710C6A73EBb7c4FaA983d59a	1	0	lps	cake-inj-bnb	0	False	active	Pancake	['INJ', 'BNB']	0.5		
145	cake-twt-bnb	bnb-pairs/TWT-BNB.svg	TWT-BNB LP	TWT-BNB LP	Uses: Pancake	0x610e7a287c27dfFcaC0F0a94f547Cc1B770cF483	18	#	mooPancakeTWT-BNB	0x3b2c93f9455786e74C68648EaaB09B20ce557537	0x3b2c93f9455786e74C68648EaaB09B20ce557537	1	0	lps	cake-twt-bnb	0	False	active	Pancake	['TWT', 'BNB']	0.5		
146	cake-xvs-bnb	bnb-pairs/XVS-BNB.svg	XVS-BNB LP	XVS-BNB LP	Uses: Pancake	0x41182c32F854dd97bA0e0B1816022e0aCB2fc0bb	18	#	mooPancakeXVS-BNB	0xbB63c8858b64a856d79A80575Df60867622E4782	0xbB63c8858b64a856d79A80575Df60867622E4782	1	0	lps	cake-xvs-bnb	0	False	active	Pancake	['XVS', 'BNB']	0.5		
147	narwhal-gold-bnb	bnb-pairs/GOLD-BNB.png	GOLD-BNB NLP	GOLD-BNB NLP	Uses: Narwhal	0x903903A2aa2A222360D8f3c4A7205b933Da60e95	18	#	mooNarwhalGOLD-BNB	0x179701FD814F17838605c1990EDA96C1EbeC984e	0x179701FD814F17838605c1990EDA96C1EbeC984e	1	0	lps	narwhal-gold-bnb	0	False	active	Narwhal	['GOLD', 'BNB']	1.0		
148	narwhal-thugs-nar	uncategorized/THUGS-NAR.png	THUGS-NAR NLP	THUGS-NAR NLP	Uses: Narwhal	0xB648ecF23Bb8fe854c6267d6fb046f2d483251EA	18	#	mooNarwhalTHUGS-NAR	0xCa6e313C535B6C355bEeAae296B58a194C3D6044	0xCa6e313C535B6C355bEeAae296B58a194C3D6044	1	0	lps	narwhal-thugs-nar	0	True	eol	Narwhal	['THUGS', 'NAR']	1.0		
149	bakery-bake	single-assets/BAKE.png	BAKE	BAKE	Uses: Bakery	0xE02dF9e3e622DeBdD69fb838bB799E3F168902c5	18	#	mooBakeryBAKE	0xaC112E7744C129ae54E65F5D2cb4eA472E08eA0B	0xaC112E7744C129ae54E65F5D2cb4eA472E08eA0B	1	0	pancake	BAKE	0	False	active	Bakery	['BAKE']	0.5		
150	bakery-bake-bnb	bnb-pairs/BAKE-BNB.png	BAKE-BNB BLP	BAKE-BNB BLP	Uses: Bakery	0xc2Eed0F5a0dc28cfa895084bC0a9B8B8279aE492	18	#	mooBakeryBAKE-BNB	0x3e1B60EB79b17d41F8E268936d853A43BEA24259	0x3e1B60EB79b17d41F8E268936d853A43BEA24259	1	0	lps	bakery-bake-bnb	0	False	active	Bakery	['BAKE', 'BNB']	0.5		
151	street-bch-bnb	bnb-pairs/BCH-BNB.svg	BCH-BNB TLP	BCH-BNB TLP	Uses: Traphouse	0xcE7b1Bc3ff9115B64Bf4D6B1549f8339D02762F4	18	#	mooStreetBCH-BNB	0x1bcc82ce9b387E16fC383af563fd400074E3f060	0x1bcc82ce9b387E16fC383af563fd400074E3f060	1	0	lps	street-bch-bnb	0	True	eol	Thugs	['BCH', 'BNB']	0.5		
152	street-link-bnb	bnb-pairs/LINK-BNB.svg	LINK-BNB TLP	LINK-BNB TLP	Uses: Traphouse	0x2c92d0390f95477c70cb7B4B92050B0Db5D04a1E	18	#	mooStreetLINK-BNB	0x3DbBDFA0A412Fd15ef9fc4CEb3Fcc19Ff329980b	0x3DbBDFA0A412Fd15ef9fc4CEb3Fcc19Ff329980b	1	0	lps	street-link-bnb	0	True	eol	Thugs	['LINK', 'BNB']	0.5		
153	street-nar-bnb	bnb-pairs/NAR-BNB.png	NAR-BNB TLP	NAR-BNB TLP	Uses: Traphouse	0x1389003bcb228586648721A4F6187004dAE01c51	18	#	mooStreetNAR-BNB	0x06fb2e27155c2a551aF34E80aE67f569673dDD73	0x06fb2e27155c2a551aF34E80aE67f569673dDD73	1	0	lps	street-nar-bnb	0	True	eol	Thugs	['NAR', 'BNB']	0.5		
154	street-bifi-bnb	bnb-pairs/BIFI-BNB.png	BIFI-BNB TLP	BIFI-BNB TLP	Uses: Traphouse	0x223b53b64aa5f87d2de194a15701fc0bc7474a31	18	#	mooStreetBIFI-BNB	0x29C36e5fcB1dC4a3D4B46C00F82b2cee39c5540e	0x29C36e5fcB1dC4a3D4B46C00F82b2cee39c5540e	1	0	lps	street-bifi-bnb	0	True	eol	Thugs	['BIFI', 'BNB']	0.5		
155	street-drugs-bnb	bnb-pairs/DRUGS-BNB.png	DRUGS-BNB LP v2	DRUGS-BNB TLP	Uses: Traphouse	0x421DF185Ff87bc5f19bd5a90102A51452b70c4A4	18	#	mooStreetDRUGS-BNBV2	0x9D729179E429153a6aca26389e6a9b625431C79B	0x9D729179E429153a6aca26389e6a9b625431C79B	1	0	lps	street-drugs-bnb	0	True	eol	Thugs	['DRUGS', 'BNB']	0.5		
156	street-thugs-bnb	bnb-pairs/THUGS-BNB.png	THUGS-BNB LP v2	THUGS-BNB TLP	Uses: Traphouse	0x9354caB0F1083135439B23aA6c364329e578F39a	18	#	mooStreetTHUGS-BNBV2	0xe789711992020575e07381fdb3dFDc251Ec4d027	0xe789711992020575e07381fdb3dFDc251Ec4d027	1	0	lps	street-thugs-bnb	0	True	eol	Thugs	['THUGS', 'BNB']	0.5		
157	street-cred-bnb	bnb-pairs/CRED-BNB.png	CRED-BNB LP	CRED-BNB TLP	Uses: Traphouse	0x9CBE4F200b474a1C33bfFe7c6e531e1D47ECab46	18	#	mooStreetCRED-BNB	0x0adc208151e6b7AE1D884b64fDA662d10B4F6174	0x0adc208151e6b7AE1D884b64fDA662d10B4F6174	1	0	lps	street-cred-bnb	0	True	eol	Thugs	['CRED', 'BNB']	0.5		
158	street-guns-bnb	bnb-pairs/GUNS-BNB.png	GUNS-BNB LP v2	GUNS-BNB TLP	Uses: Traphouse	0xa5e5eeB6b51fa0fDc59915C81d75C83470BFA4f0	18	https://docs.beefy.finance/beefyfinance/products/thugs#farming-drugs-with-guns-bnb-lp	mooStreetGUNS-BNBV2	0x68aE2aB6448884714DDf11C8d55ea7578C65D502	0x68aE2aB6448884714DDf11C8d55ea7578C65D502	1	0	lps	street-guns-bnb	0	True	eol	Thugs	['GUNS', 'BNB']	0.5		
159	street-busd-bnb	bnb-pairs/BUSD-BNB.svg	BUSD-BNB LP v2	BUSD-BNB TLP	Uses: Traphouse	0xf2e4E3F9B58b3eDaC88Ad11D689a23f3119a782D	18	#	mooStreetBUSD-BNBV2	0x2091b25f02275a4D791075f83c904Fa5Fb96B5A7	0x2091b25f02275a4D791075f83c904Fa5Fb96B5A7	1	0	lps	street-busd-bnb	0	True	eol	Thugs	['BUSD', 'BNB']	0.5		
160	street-btc-bnb	bnb-pairs/BTC-BNB.png	BTC-BNB LP v2	BTC-BNB TLP	Uses: Traphouse	0xdFb193940E1317f38e91568fdb05EFE18ee4A3c7	18	https://docs.beefy.finance/beefyfinance/products/thugs#farming-drugs-with-btc-bnb-lp	mooStreetBTC-BNBV2	0x498515AB07d72d24A85343322834a66e79e146f8	0x498515AB07d72d24A85343322834a66e79e146f8	1	0	lps	street-btc-bnb	0	True	eol	Thugs	['BTC', 'BNB']	0.5		
161	street-eth-bnb	bnb-pairs/ETH-BNB.svg	ETH-BNB LP v2	ETH-BNB TLP	Uses: Traphouse	0x75115C644F9661A761A333Ba0A38e42B1649f143	18	https://docs.beefy.finance/beefyfinance/products/thugs#farming-drugs-with-eth-bnb-lp	mooStreetETH-BNBV2	0x5EA6fE190f9F7B814fDc438A6CC448d094740588	0x5EA6fE190f9F7B814fDc438A6CC448d094740588	1	0	lps	street-eth-bnb	0	True	eol	Thugs	['ETH', 'BNB']	0.5		
162	street-panacakelp-thugs-bnb	bnb-pairs/THUGS-BNB.png	THUGS-BNB Pancake LP v2	THUGS-BNB Pancake LP	Uses: Traphouse	0x40257481f09db2211a3274b34554bbb00b0a7fb1	18	#	mooStreetPancakeLP-THUGS-BNBV2	0x7A99078ba8960871233377C7aE6B5d2A61229A43	0x7A99078ba8960871233377C7aE6B5d2A61229A43	1	0	lps	street-panacakelp-thugs-bnb	0	True	eol	Thugs	['THUGS', 'BNB']	0.5		
163	street-dai-bnb	bnb-pairs/DAI-BNB.svg	DAI-BNB LP	DAI-BNB LP	Uses: Traphouse	0xed8Ecb790Be568461d85Cf82C386E51124E46a52	18	#	mooStreetDAI-BNB	0x3CAd2fF669865359b80a2d948A10e1810f7486D7	0x3CAd2fF669865359b80a2d948A10e1810f7486D7	1	0	lps	street-dai-bnb	0	True	eol	Thugs	['DAI', 'BNB']	0.5		
164	street-usdt-bnb	bnb-pairs/USDT-BNB.svg	USDT-BNB TLP	USDT-BNB TLP	Uses: Traphouse	0x0d29724d1834Fc65869812BAe5d63dce8aCB7921	18	#	mooStreetUSDT-BNB	0x390f28E3919D2c4d9624Ae9AeBe6da25322ED56D	0x390f28E3919D2c4d9624Ae9AeBe6da25322ED56D	1	0	lps	street-usdt-bnb	0	True	eol	Thugs	['USDT', 'BNB']	0.5		
165	street-bliq-bnb	bnb-pairs/BLIQ-BNB.png	BLIQ-BNB LP	BLIQ-BNB LP	Uses: Traphouse	0xe835ed82C7d9d018f8F5173EECfBb56f29f38570	18	#	mooStreetBLIQ-BNB	0x84d95337c83B84688DFE678117e1539786f8c4Cb	0x84d95337c83B84688DFE678117e1539786f8c4Cb	1	0	lps	street-bliq-bnb	0	True	eol	Thugs	['BLIQ', 'BNB']	0.5		
166	street-eos-bnb	bnb-pairs/EOS-BNB.svg	EOS-BNB LP	EOS-BNB LP	Uses: Traphouse	0x44e89861096371246ea8e3e86d97781ea24fbb29	18	#	mooStreetEOS-BNB	0xd4572009c7580DEfa0251FFD811b04386Dd41570	0xd4572009c7580DEfa0251FFD811b04386Dd41570	1	0	lps	street-eos-bnb	0	True	eol	Thugs	['EOS', 'BNB']	0.5		
167	street-drugs-bnb-v1	bnb-pairs/DRUGS-BNB.png	DRUGS-BNB LP v1	DRUGS-BNB LP v1	Please migrate to v2	0x5BcE5d58682f15541EFc72d8f56C7d6221d541f1	18	https://docs.beefy.finance/beefyfinance/products/thugs#farming-drugs-with-drugs-bnb-lp	mooStreetDRUGS-BNB	0xa4aB709f5eB75f3213734fC227D9e27352d1DB6c	0xa4aB709f5eB75f3213734fC227D9e27352d1DB6c	1	0	lps	street-drugs-bnb	0	True	eol	Thugs	['DRUGS', 'BNB']	0.5		
168	street-guns-bnb-v1	bnb-pairs/GUNS-BNB.png	GUNS-BNB LP v1	GUNS-BNB LP v1	Please migrate to v2	0xa5e5eeB6b51fa0fDc59915C81d75C83470BFA4f0	18	https://docs.beefy.finance/beefyfinance/products/thugs#farming-drugs-with-guns-bnb-lp	mooStreetGUNS-BNB	0xA2bcB1D7955AEa2F5B93C308E199337a77E7bAd4	0xA2bcB1D7955AEa2F5B93C308E199337a77E7bAd4	1	0	lps	street-guns-bnb	0	True	eol	Thugs	['GUNS', 'BNB']	0.5		
169	cake-cake	single-assets/CAKE.png	CAKE	CAKE	Please use Smart Cake	0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82	18	https://docs.beefy.finance/beefyfinance/products/pancake-swap#farming-cake-with-cake	mooCake	0xc713ca7cb8edfE238ea652D772d41dde47A9a62d	0xc713ca7cb8edfE238ea652D772d41dde47A9a62d	1	0	pancake	Cake	0	True	active	Pancake	['CAKE']	0.5		
170	cake-twt	single-assets/cakeTWT.png	CAKE TWT v2	CAKE	Uses: Pancake	0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82	18	https://docs.beefy.finance/beefyfinance/products/pancake-swap#farming-twt-with-cake	mooCakeTWTV2	0x260879777DB293541DbC9a27c3C2fAD9c9bb48D3	0x260879777DB293541DbC9a27c3C2fAD9c9bb48D3	1	0	pancake	Cake	0	True	eol	Pancake	['CAKE']	0.5		
171	cake-hard	single-assets/cakeHARD.png	CAKE HARD	CAKE	Uses: Pancake	0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82	18	https://docs.beefy.finance/beefyfinance/products/pancake-swap#farming-hard-with-cake	mooCakeHARD	0x4B4e5F2CeEdfF00D2DD13874714C1Ef6Ea1Cd8a7	0x4B4e5F2CeEdfF00D2DD13874714C1Ef6Ea1Cd8a7	1	0	pancake	Cake	0	True	eol	Pancake	['CAKE']	0.5		
172	cake-cake-bnb	bnb-pairs/CAKE-BNB.svg	CAKE-BNB LP	CAKE-BNB LP	Uses: Pancake	0xA527a61703D82139F8a06Bc30097cC9CAA2df5A6	18	https://docs.beefy.finance/beefyfinance/products/pancake-swap#farming-cake-with-cake-bnb-lp	mooPancakeCAKE-BNB	0x502AB55Cf22f38c4fd8663dEE041A96B72264c53	0x502AB55Cf22f38c4fd8663dEE041A96B72264c53	1	0	lps	cake-cake-bnb	0	False	active	Pancake	['CAKE', 'BNB']	0.5		
173	cake-link-bnb	bnb-pairs/LINK-BNB.svg	LINK-BNB LP	LINK-BNB LP	Uses: Pancake	0xaebe45e3a03b734c68e5557ae04bfc76917b4686	18	https://docs.beefy.finance/beefyfinance/products/pancake-swap#farming-cake-with-link-bnb-lp	mooPancakeLINK-BNB	0xaB9C4a0fD179315b005a5f6D3793cb30Af718152	0xaB9C4a0fD179315b005a5f6D3793cb30Af718152	1	0	lps	cake-link-bnb	0	False	active	Pancake	['LINK', 'BNB']	0.5		
174	cake-usdt-bnb	bnb-pairs/USDT-BNB.svg	USDT-BNB LP	USDT-BNB LP	Uses: Pancake	0x20bcc3b8a0091ddac2d0bc30f68e6cbb97de59cd	18	https://docs.beefy.finance/beefyfinance/products/pancake-swap#farming-cake-with-usdt-bnb-lp	mooPancakeUSDT-BNB	0x72F758cb79cA71CE9010dc9c0fA0155431435B72	0x72F758cb79cA71CE9010dc9c0fA0155431435B72	1	0	lps	cake-usdt-bnb	0	False	active	Pancake	['USDT', 'BNB']	0.5		
175	cake-busd-bnb	bnb-pairs/BUSD-BNB.svg	BUSD-BNB LP	BUSD-BNB LP	Uses: Pancake	0x1B96B92314C44b159149f7E0303511fB2Fc4774f	18	https://docs.beefy.finance/beefyfinance/products/pancake-swap#farming-cake-with-busd-bnb-lp	mooPancakeBNB-BUSD	0x0c36Bee5cF5E5b1BE5371574cEBF9A5f01DE5Fc4	0x0c36Bee5cF5E5b1BE5371574cEBF9A5f01DE5Fc4	1	0	lps	cake-busd-bnb	0	False	active	Pancake	['BUSD', 'BNB']	0.5		
176	cake-usdt-busd	busd-pairs/USDT-BUSD.svg	USDT-BUSD LP	USDT-BUSD LP	Uses: Pancake	0xc15fa3E22c912A276550F3E5FE3b0Deb87B55aCd	18	https://docs.beefy.finance/beefyfinance/products/pancake-swap#farming-cake-with-usdt-busd-lp	mooPancakeUSDT-BUSD	0x348039C69B5fD7b333CE0a17E8361E501D2e3fa8	0x348039C69B5fD7b333CE0a17E8361E501D2e3fa8	1	0	lps	cake-usdt-busd	0	False	active	Pancake	['USDT', 'BUSD']	0.5		
177	cake-eth-bnb	bnb-pairs/ETH-BNB.svg	ETH-BNB LP	ETH-BNB LP	Uses: Pancake	0x70d8929d04b60af4fb9b58713ebcf18765ade422	18	https://docs.beefy.finance/beefyfinance/products/pancake-swap#farming-cake-with-eth-bnb-lp	mooPancakeETH-BNB	0x1CfEAef83Bb688Ac5926df1feEB8F05244054C07	0x1CfEAef83Bb688Ac5926df1feEB8F05244054C07	1	0	lps	cake-eth-bnb	0	False	active	Pancake	['ETH', 'BNB']	0.5		
178	cake-btcb-bnb	bnb-pairs/BTCB-BNB.svg	BTCB-BNB LP	BTCB-BNB LP	Uses: Pancake	0x7561EEe90e24F3b348E1087A005F78B4c8453524	18	https://docs.beefy.finance/beefyfinance/products/pancake-swap#farming-cake-with-btcb-bnb-lp	mooPancakeBNB-BTCB	0xd9542B833C6B0D9E4f882d2c4F01d5b5bd005Ac7	0xd9542B833C6B0D9E4f882d2c4F01d5b5bd005Ac7	1	0	lps	cake-btcb-bnb	0	False	active	Pancake	['BTC', 'BNB']	0.5		
179	fortube-fil	single-assets/FIL.svg	FIL	FIL	Uses: ForTube	0x0D8Ce2A99Bb6e3B7Db580eD848240e4a0F9aE153	18	https://filecoin.io/	mooForFIL	0x5Bea18aBa4825bbE6450c280fBE8c22B1489cDd4	0x5Bea18aBa4825bbE6450c280fBE8c22B1489cDd4	1	0	coingecko	filecoin	0	True	active	ForTube	['FIL']	1.0		
180	fortube-busd	single-assets/BUSD.svg	BUSD	BUSD	Uses: ForTube	0xe9e7cea3dedca5984780bafc599bd69add087d56	18	https://www.paxos.com/busd/	mooBUSD	0xD6fca61Edb1cD0259320A6E0899E8aD1044BBCda	0xD6fca61Edb1cD0259320A6E0899E8aD1044BBCda	1	0	pancake	BUSD	0	True	active	ForTube	['BUSD']	1.0		
181	fortube-link	single-assets/LINK.png	ChainLink	LINK	Uses: ForTube	0xF8A0BF9cF54Bb92F17374d9e9A321E6a111a51bD	18	https://chain.link/	mooLINK	0x7bF55acDe006C398Bb605Ae564A8F832F80000ee	0x7bF55acDe006C398Bb605Ae564A8F832F80000ee	1	0	pancake	LINK	0	True	active	ForTube	['LINK']	1.0		
182	fortube-dot	single-assets/DOT.png	DOT	DOT	Uses: ForTube	0x7083609fCE4d1d8Dc0C979AAb8c869Ea2C873402	18	https://polkadot.network/	mooDOT	0x63a2CEF28904956552714ddb226ceE96c3F0C9EF	0x63a2CEF28904956552714ddb226ceE96c3F0C9EF	1	0	pancake	DOT	0	True	active	ForTube	['DOT']	1.0		
183	fortube-usdt	single-assets/USDT.svg	USDT	USDT	Uses: ForTube	0x55d398326f99059fF775485246999027B3197955	18	https://tether.to	mooUSDT	0xc16187F3eb15aEE949e7d784906d53fd7E364B26	0xc16187F3eb15aEE949e7d784906d53fd7E364B26	1	0	pancake	USDT	0	True	active	ForTube	['USDT']	1.0		
184	fortube-btcb	single-assets/BTCB.svg	BTCB	BTCB	Uses: ForTube	0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c	18	https://coinmarketcap.com/currencies/bitcoin-bep2/	mooBTCB	0x6F0Df0858542fC4A1c7f82c14fAA490d7763592F	0x6F0Df0858542fC4A1c7f82c14fAA490d7763592F	1	0	pancake	BTCB	0	True	active	ForTube	['BTC']	1.0		
185	fry-burger-v2	single-assets/BURGER.png	BURGER v2	BURGER	Retired Vault	0xAe9269f27437f0fcBC232d39Ec814844a51d6b8f	18	https://docs.beefy.finance/beefyfinance/products/fryworld#farming-fries-with-burgers	mooFryBURGERv2	0x2fd5f579e2cF9e3cb8127BBAd1B52c25750b1aCE	0x2fd5f579e2cF9e3cb8127BBAd1B52c25750b1aCE	1	0	coingecko	burger-swap	0	True	eol	fry	['BURGER']	1.0		
186	cake-syrup-twt	single-assets/cakeTWT.png	CAKE TWT v1	CAKE	Refunds available	0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82	18	https://docs.beefy.finance/beefyfinance/products/pancake-swap#farming-twt-with-cake	mooCakeTWT	0x214e640c638fbe68Fb24e11BfBd8Cd7d6cb8E37b	0x214e640c638fbe68Fb24e11BfBd8Cd7d6cb8E37b	1	0	coingecko	pancakeswap-token	0	True	refund	Pancake	['CAKE']	0.5		0x2fd5caAB20191dcd4423F588e254CC298C7F66A1
187	fry-burger-v1	single-assets/BURGER.png	BURGER v1	BURGER	Please migrate to v2	0xAe9269f27437f0fcBC232d39Ec814844a51d6b8f	18	https://fry.world/	mooFryBURGER	0x78d60Da18c09bdE41397010198F454021Ec810Ad	0x78d60Da18c09bdE41397010198F454021Ec810Ad	1	0	coingecko	burger-swap	0	True	eol	fry	['BURGER']	1.0		
